Name,Algorithm, Descending?, Runtime(s), n, SOL, OPT, SOL/OPT,KnownOptimalSOL,SOL/KOS, capacity, result_bins
TEST0014, best_fit, True,0.000958,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)， (46， 64)]， [(2， 4640)， (3， 4300)， (29， 1049)]， [(4， 4283)， (5， 4225)， (27， 1194)， (44， 294)]， [(6， 4108)， (7， 4097)， (24， 1585)， (45， 186)]， [(8， 4071)， (9， 3971)， (25， 1546)]， [(10， 3898)， (11， 3875)， (28， 1096)， (30， 958)]， [(12， 3853)， (13， 3833)， (31， 876)， (32， 865)， (38， 527)]， [(14， 3747)， (15， 3701)， (23， 2408)]， [(16， 3660)， (17， 3388)， (19， 2927)]， [(18， 3019)， (20， 2832)， (21， 2823)， (26， 1222)]， [(22， 2696)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (39， 515)， (40， 506)， (41， 484)， (42， 478)， (43， 425)]]
TEST0014, best_fit, True,0.000958,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)， (46， 64)]， [(2， 4640)， (3， 4300)， (29， 1049)]， [(4， 4283)， (5， 4225)， (27， 1194)， (44， 294)]， [(6， 4108)， (7， 4097)， (24， 1585)， (45， 186)]， [(8， 4071)， (9， 3971)， (25， 1546)]， [(10， 3898)， (11， 3875)， (28， 1096)， (30， 958)]， [(12， 3853)， (13， 3833)， (31， 876)， (32， 865)， (38， 527)]， [(14， 3747)， (15， 3701)， (23， 2408)]， [(16， 3660)， (17， 3388)， (19， 2927)]， [(18， 3019)， (20， 2832)， (21， 2823)， (26， 1222)]， [(22， 2696)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (39， 515)， (40， 506)， (41， 484)， (42， 478)， (43， 425)]]
TEST0082, next_fit, True,0.000113,48,23,17,1.352941,25,0.92,10000,[[(0， 7332)]， [(1， 6970)]， [(2， 6881)]， [(3， 6879)]， [(4， 6674)]， [(5， 6285)]， [(6， 6009)]， [(7， 5883)]， [(8， 5769)]， [(9， 5573)]， [(10， 5424)]， [(11， 5348)]， [(12， 5180)]， [(13， 5059)， (14， 4835)]， [(15， 4673)， (16， 4655)]， [(17， 4616)， (18， 4275)]， [(19， 4234)， (20， 4174)]， [(21， 4127)， (22， 4079)]， [(23， 3725)， (24， 3036)， (25， 2964)]， [(26， 2783)， (27， 2583)， (28， 2550)]， [(29， 2328)， (30， 2304)， (31， 2244)， (32， 2236)]， [(33， 2014)， (34， 1680)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)]， [(39， 969)， (40， 964)， (41， 794)， (42， 626)， (43， 350)， (44， 340)， (45， 163)， (46， 65)， (47， 57)]]
TEST0082, next_fit, True,0.000113,48,23,17,1.352941,25,0.92,10000,[[(0， 7332)]， [(1， 6970)]， [(2， 6881)]， [(3， 6879)]， [(4， 6674)]， [(5， 6285)]， [(6， 6009)]， [(7， 5883)]， [(8， 5769)]， [(9， 5573)]， [(10， 5424)]， [(11， 5348)]， [(12， 5180)]， [(13， 5059)， (14， 4835)]， [(15， 4673)， (16， 4655)]， [(17， 4616)， (18， 4275)]， [(19， 4234)， (20， 4174)]， [(21， 4127)， (22， 4079)]， [(23， 3725)， (24， 3036)， (25， 2964)]， [(26， 2783)， (27， 2583)， (28， 2550)]， [(29， 2328)， (30， 2304)， (31， 2244)， (32， 2236)]， [(33， 2014)， (34， 1680)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)]， [(39， 969)， (40， 964)， (41， 794)， (42， 626)， (43， 350)， (44， 340)， (45， 163)， (46， 65)， (47， 57)]]
TEST0082, first_fit, True,0.000273,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (27， 2583)， (46， 65)]， [(1， 6970)， (25， 2964)， (47， 57)]， [(2， 6881)， (24， 3036)]， [(3， 6879)， (26， 2783)， (45， 163)]， [(4， 6674)， (28， 2550)， (42， 626)]， [(5， 6285)， (29， 2328)， (37， 1249)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (20， 4174)]， [(9， 5573)， (18， 4275)]， [(10， 5424)， (19， 4234)， (44， 340)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (21， 4127)， (38， 1190)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (39， 969)]， [(34， 1680)， (35， 1542)， (36， 1390)， (40， 964)， (41， 794)， (43， 350)]]
TEST0082, first_fit, True,0.000273,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (27， 2583)， (46， 65)]， [(1， 6970)， (25， 2964)， (47， 57)]， [(2， 6881)， (24， 3036)]， [(3， 6879)， (26， 2783)， (45， 163)]， [(4， 6674)， (28， 2550)， (42， 626)]， [(5， 6285)， (29， 2328)， (37， 1249)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (20， 4174)]， [(9， 5573)， (18， 4275)]， [(10， 5424)， (19， 4234)， (44， 340)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (21， 4127)， (38， 1190)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (39， 969)]， [(34， 1680)， (35， 1542)， (36， 1390)， (40， 964)， (41， 794)， (43， 350)]]
TEST0082, worst_fit, True,0.0013189999999999999,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (29， 2328)]， [(1， 6970)， (28， 2550)， (46， 65)， (47， 57)]， [(2， 6881)， (27， 2583)， (45， 163)]， [(3， 6879)， (26， 2783)]， [(4， 6674)， (25， 2964)]， [(5， 6285)， (24， 3036)， (44， 340)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (21， 4127)]， [(9， 5573)， (20， 4174)]， [(10， 5424)， (19， 4234)]， [(11， 5348)， (18， 4275)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (17， 4616)， (43， 350)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (41， 794)]， [(34， 1680)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)， (39， 969)， (40， 964)， (42， 626)]]
TEST0082, worst_fit, True,0.0013189999999999999,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (29， 2328)]， [(1， 6970)， (28， 2550)， (46， 65)， (47， 57)]， [(2， 6881)， (27， 2583)， (45， 163)]， [(3， 6879)， (26， 2783)]， [(4， 6674)， (25， 2964)]， [(5， 6285)， (24， 3036)， (44， 340)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (21， 4127)]， [(9， 5573)， (20， 4174)]， [(10， 5424)， (19， 4234)]， [(11， 5348)， (18， 4275)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (17， 4616)， (43， 350)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (41， 794)]， [(34， 1680)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)， (39， 969)， (40， 964)， (42， 626)]]
TEST0082, almost_worst_fit, True,0.0013039999999999998,48,18,17,1.058824,25,0.72,10000,[[(0， 7332)， (30， 2304)]， [(1， 6970)， (29， 2328)， (45， 163)]， [(2， 6881)， (28， 2550)]， [(3， 6879)， (27， 2583)]， [(4， 6674)， (26， 2783)]， [(5， 6285)， (25， 2964)， (44， 340)]， [(6， 6009)， (24， 3036)， (43， 350)]， [(7， 5883)， (23， 3725)]， [(8， 5769)， (20， 4174)]， [(9， 5573)， (19， 4234)]， [(10， 5424)， (18， 4275)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (16， 4655)]， [(13， 5059)， (15， 4673)]， [(14， 4835)， (22， 4079)， (42， 626)]， [(21， 4127)， (32， 2236)， (33， 2014)， (40， 964)， (46， 65)]， [(31， 2244)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)， (39， 969)， (41， 794)， (47， 57)]， [(34， 1680)]]
TEST0082, almost_worst_fit, True,0.0013039999999999998,48,18,17,1.058824,25,0.72,10000,[[(0， 7332)， (30， 2304)]， [(1， 6970)， (29， 2328)， (45， 163)]， [(2， 6881)， (28， 2550)]， [(3， 6879)， (27， 2583)]， [(4， 6674)， (26， 2783)]， [(5， 6285)， (25， 2964)， (44， 340)]， [(6， 6009)， (24， 3036)， (43， 350)]， [(7， 5883)， (23， 3725)]， [(8， 5769)， (20， 4174)]， [(9， 5573)， (19， 4234)]， [(10， 5424)， (18， 4275)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (16， 4655)]， [(13， 5059)， (15， 4673)]， [(14， 4835)， (22， 4079)， (42， 626)]， [(21， 4127)， (32， 2236)， (33， 2014)， (40， 964)， (46， 65)]， [(31， 2244)， (35， 1542)， (36， 1390)， (37， 1249)， (38， 1190)， (39， 969)， (41， 794)， (47， 57)]， [(34， 1680)]]
TEST0082, best_fit, True,0.002336,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (27， 2583)]， [(1， 6970)， (25， 2964)， (46， 65)]， [(2， 6881)， (24， 3036)]， [(3， 6879)， (26， 2783)]， [(4， 6674)， (28， 2550)， (42， 626)]， [(5， 6285)， (29， 2328)， (37， 1249)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (20， 4174)， (47， 57)]， [(9， 5573)， (18， 4275)]， [(10， 5424)， (19， 4234)， (44， 340)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (21， 4127)， (39， 969)， (45， 163)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (38， 1190)]， [(34， 1680)， (35， 1542)， (36， 1390)， (40， 964)， (41， 794)， (43， 350)]]
TEST0082, best_fit, True,0.002336,48,17,17,1.0,25,0.68,10000,[[(0， 7332)， (27， 2583)]， [(1， 6970)， (25， 2964)， (46， 65)]， [(2， 6881)， (24， 3036)]， [(3， 6879)， (26， 2783)]， [(4， 6674)， (28， 2550)， (42， 626)]， [(5， 6285)， (29， 2328)， (37， 1249)]， [(6， 6009)， (23， 3725)]， [(7， 5883)， (22， 4079)]， [(8， 5769)， (20， 4174)， (47， 57)]， [(9， 5573)， (18， 4275)]， [(10， 5424)， (19， 4234)， (44， 340)]， [(11， 5348)， (17， 4616)]， [(12， 5180)， (15， 4673)]， [(13， 5059)， (14， 4835)]， [(16， 4655)， (21， 4127)， (39， 969)， (45， 163)]， [(30， 2304)， (31， 2244)， (32， 2236)， (33， 2014)， (38， 1190)]， [(34， 1680)， (35， 1542)， (36， 1390)， (40， 964)， (41， 794)， (43， 350)]]
TEST0044, next_fit, True,5.9e-05,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)]， [(28， 882)， (29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)]， [(44， 366)， (45， 354)， (46， 321)， (47， 311)， (48， 307)， (49， 267)， (50， 186)， (51， 185)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]]
TEST0044, next_fit, True,5.9e-05,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)]， [(28， 882)， (29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)]， [(44， 366)， (45， 354)， (46， 321)， (47， 311)， (48， 307)， (49， 267)， (50， 186)， (51， 185)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]]
TEST0044, first_fit, True,0.000162,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (47， 311)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (27， 901)， (55， 41)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)， (50， 186)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (51， 185)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (28， 882)， (52， 156)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (53， 151)]， [(46， 321)， (48， 307)， (49， 267)， (54， 133)]]
TEST0044, first_fit, True,0.000162,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (47， 311)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (27， 901)， (55， 41)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)， (50， 186)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (51， 185)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (28， 882)， (52， 156)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (53， 151)]， [(46， 321)， (48， 307)， (49， 267)， (54， 133)]]
TEST0044, worst_fit, True,0.000816,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (28， 882)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)]， [(46， 321)， (47， 311)， (48， 307)， (49， 267)， (50， 186)， (51， 185)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]]
TEST0044, worst_fit, True,0.000816,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (28， 882)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)]， [(46， 321)， (47， 311)， (48， 307)， (49， 267)， (50， 186)， (51， 185)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]]
TEST0044, almost_worst_fit, True,0.0010140000000000001,56,8,7,1.142857,15,0.533333,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (49， 267)]， [(4， 2325)， (6， 2247)， (7， 2204)， (8， 2197)， (28， 882)]， [(5， 2251)， (10， 1901)， (11， 1893)， (12， 1877)， (13， 1768)， (50， 186)]， [(9， 1944)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (19， 1254)， (47， 311)]， [(14， 1721)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)， (29， 869)]， [(20， 1235)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (46， 321)， (48， 307)]， [(30， 860)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]， [(51， 185)]]
TEST0044, almost_worst_fit, True,0.0010140000000000001,56,8,7,1.142857,15,0.533333,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (49， 267)]， [(4， 2325)， (6， 2247)， (7， 2204)， (8， 2197)， (28， 882)]， [(5， 2251)， (10， 1901)， (11， 1893)， (12， 1877)， (13， 1768)， (50， 186)]， [(9， 1944)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (19， 1254)， (47， 311)]， [(14， 1721)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (27， 901)， (29， 869)]， [(20， 1235)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (46， 321)， (48， 307)]， [(30， 860)， (52， 156)， (53， 151)， (54， 133)， (55， 41)]， [(51， 185)]]
TEST0044, best_fit, True,0.000884,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (47， 311)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (27， 901)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)， (50， 186)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (51， 185)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (28， 882)， (52， 156)， (55， 41)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (53， 151)]， [(46， 321)， (48， 307)， (49， 267)， (54， 133)]]
TEST0044, best_fit, True,0.000884,56,7,7,1.0,15,0.466667,10000,[[(0， 2491)， (1， 2443)， (2， 2410)， (3， 2341)， (47， 311)]， [(4， 2325)， (5， 2251)， (6， 2247)， (7， 2204)， (27， 901)]， [(8， 2197)， (9， 1944)， (10， 1901)， (11， 1893)， (12， 1877)， (50， 186)]， [(13， 1768)， (14， 1721)， (15， 1710)， (16， 1651)， (17， 1551)， (18， 1399)， (51， 185)]， [(19， 1254)， (20， 1235)， (21， 1185)， (22， 1100)， (23， 1064)， (24， 1042)， (25， 1015)， (26， 1005)， (28， 882)， (52， 156)， (55， 41)]， [(29， 869)， (30， 860)， (31， 854)， (32， 818)， (33， 813)， (34， 712)， (35， 682)， (36， 504)， (37， 483)， (38， 433)， (39， 419)， (40， 417)， (41， 411)， (42， 394)， (43， 384)， (44， 366)， (45， 354)， (53， 151)]， [(46， 321)， (48， 307)， (49， 267)， (54， 133)]]
TEST0030, next_fit, True,8.8e-05,55,18,16,1.125,28,0.642857,10000,[[(0， 4922)， (1， 4854)]， [(2， 4844)， (3， 4729)]， [(4， 4723)， (5， 4575)]， [(6， 4522)， (7， 4508)]， [(8， 4452)， (9， 4426)]， [(10， 4282)， (11， 4113)]， [(12， 4095)， (13， 4062)]， [(14， 4050)， (15， 3940)]， [(16， 3813)， (17， 3777)]， [(18， 3755)， (19， 3746)]， [(20， 3738)， (21， 3457)]， [(22， 3389)， (23， 3325)]， [(24， 3319)， (25， 3255)， (26， 3239)]， [(27， 3173)， (28， 3020)， (29， 2875)]， [(30， 2700)， (31， 2316)， (32， 2286)， (33， 2183)]， [(34， 2162)， (35， 1740)， (36， 1566)， (37， 1530)， (38， 1468)， (39， 1439)]， [(40， 1366)， (41， 1365)， (42， 1287)， (43， 1256)， (44， 1226)， (45， 1178)， (46， 984)， (47， 753)]， [(48， 742)， (49， 666)， (50， 484)， (51， 228)， (52， 212)， (53， 203)， (54， 33)]]
TEST0030, next_fit, True,8.8e-05,55,18,16,1.125,28,0.642857,10000,[[(0， 4922)， (1， 4854)]， [(2， 4844)， (3， 4729)]， [(4， 4723)， (5， 4575)]， [(6， 4522)， (7， 4508)]， [(8， 4452)， (9， 4426)]， [(10， 4282)， (11， 4113)]， [(12， 4095)， (13， 4062)]， [(14， 4050)， (15， 3940)]， [(16， 3813)， (17， 3777)]， [(18， 3755)， (19， 3746)]， [(20， 3738)， (21， 3457)]， [(22， 3389)， (23， 3325)]， [(24， 3319)， (25， 3255)， (26， 3239)]， [(27， 3173)， (28， 3020)， (29， 2875)]， [(30， 2700)， (31， 2316)， (32， 2286)， (33， 2183)]， [(34， 2162)， (35， 1740)， (36， 1566)， (37， 1530)， (38， 1468)， (39， 1439)]， [(40， 1366)， (41， 1365)， (42， 1287)， (43， 1256)， (44， 1226)， (45， 1178)， (46， 984)， (47， 753)]， [(48， 742)， (49， 666)， (50， 484)， (51， 228)， (52， 212)， (53， 203)， (54， 33)]]
TEST0030, first_fit, True,0.000433,55,16,16,1.0,28,0.571429,10000,[[(0， 4922)， (1， 4854)， (52， 212)]， [(2， 4844)， (3， 4729)， (51， 228)， (54， 33)]， [(4， 4723)， (5， 4575)， (49， 666)]， [(6， 4522)， (7， 4508)， (47， 753)， (53， 203)]， [(8， 4452)， (9， 4426)， (46， 984)]， [(10， 4282)， (11， 4113)， (36， 1566)]， [(12， 4095)， (13， 4062)， (35， 1740)]， [(14， 4050)， (15， 3940)， (37， 1530)]， [(16， 3813)， (17， 3777)， (31， 2316)]， [(18， 3755)， (19， 3746)， (32， 2286)]， [(20， 3738)， (21， 3457)， (30， 2700)]， [(22， 3389)， (23， 3325)， (25， 3255)]， [(24， 3319)， (26， 3239)， (27， 3173)]， [(28， 3020)， (29， 2875)， (33， 2183)， (38， 1468)]， [(34， 2162)， (39， 1439)， (40， 1366)， (41， 1365)， (42， 1287)， (43， 1256)， (48， 742)]， [(44， 1226)， (45， 1178)， (50， 484)]]
TEST0030, first_fit, True,0.000433,55,16,16,1.0,28,0.571429,10000,[[(0， 4922)， (1， 4854)， (52， 212)]， [(2， 4844)， (3， 4729)， (51， 228)， (54， 33)]， [(4， 4723)， (5， 4575)， (49， 666)]， [(6， 4522)， (7， 4508)， (47， 753)， (53， 203)]， [(8， 4452)， (9， 4426)， (46， 984)]， [(10， 4282)， (11， 4113)， (36， 1566)]， [(12， 4095)， (13， 4062)， (35， 1740)]， [(14， 4050)， (15， 3940)， (37， 1530)]， [(16， 3813)， (17， 3777)， (31， 2316)]， [(18， 3755)， (19， 3746)， (32， 2286)]， [(20， 3738)， (21， 3457)， (30， 2700)]， [(22， 3389)， (23， 3325)， (25， 3255)]， [(24， 3319)， (26， 3239)， (27， 3173)]， [(28， 3020)， (29， 2875)， (33， 2183)， (38， 1468)]， [(34， 2162)， (39， 1439)， (40， 1366)， (41， 1365)， (42， 1287)， (43， 1256)， (48， 742)]， [(44， 1226)， (45， 1178)， (50， 484)]]
TEST0030, worst_fit, True,0.001093,55,16,16,1.0,28,0.571429,10000,[[(0， 4922)， (1， 4854)]， [(2， 4844)， (3， 4729)]， [(4， 4723)， (5， 4575)]， [(6， 4522)， (7， 4508)]， [(8， 4452)， (9， 4426)]， [(10， 4282)， (11， 4113)， (41， 1365)]， [(12， 4095)， (13， 4062)， (40， 1366)]， [(14， 4050)， (15， 3940)， (39， 1439)]， [(16， 3813)， (17， 3777)， (33， 2183)]， [(18， 3755)， (19， 3746)， (32， 2286)]， [(20， 3738)， (21， 3457)， (31， 2316)]， [(22， 3389)， (23， 3325)， (27， 3173)]， [(24， 3319)， (25， 3255)， (26， 3239)]， [(28， 3020)， (29， 2875)， (30， 2700)， (43， 1256)]， [(34， 2162)， (35， 1740)， (36， 1566)， (37， 1530)， (38， 1468)， (42， 1287)]， [(44， 1226)， (45， 1178)， (46， 984)， (47， 753)， (48， 742)， (49， 666)， (50， 484)， (51， 228)， (52， 212)， (53， 203)， (54， 33)]]
TEST0030, worst_fit, True,0.001093,55,16,16,1.0,28,0.571429,10000,[[(0， 4922)， (1， 4854)]， [(2， 4844)， (3， 4729)]， [(4， 4723)， (5， 4575)]， [(6， 4522)， (7， 4508)]， [(8， 4452)， (9， 4426)]， [(10， 4282)， (11， 4113)， (41， 1365)]， [(12， 4095)， (13， 4062)， (40， 1366)]， [(14， 4050)， (15， 3940)， (39， 1439)]， [(16， 3813)， (17， 3777)， (33， 2183)]， [(18， 3755)， (19， 3746)， (32， 2286)]， [(20， 3738)， (21， 3457)， (31， 2316)]， [(22， 3389)， (23， 3325)， (27， 3173)]， [(24， 3319)， (25， 3255)， (26， 3239)]， [(28， 3020)， (29， 2875)， (30， 2700)， (43， 1256)]， [(34， 2162)， (35， 1740)， (36， 1566)， (37， 1530)， (38， 1468)， (42， 1287)]， [(44， 1226)， (45， 1178)， (46， 984)， (47， 753)， (48， 742)， (49， 666)， (50， 484)， (51， 228)， (52， 212)， (53， 203)， (54， 33)]]
TEST0030, almost_worst_fit, True,0.001266,55,17,16,1.0625,28,0.607143,10000,[[(0， 4922)， (1， 4854)]， [(2， 4844)， (4， 4723)]， [(3， 4729)， (6， 4522)]， [(5， 4575)， (8， 4452)]， [(7， 4508)， (10， 4282)， (45， 1178)]， [(9， 4426)， (12， 4095)， (38， 1468)]， [(11， 4113)， (14， 4050)， (36， 1566)]， [(13， 4062)， (16， 3813)， (35， 1740)]， [(15， 3940)， (18， 3755)， (34， 2162)]， [(17， 3777)， (20， 3738)， (33， 2183)]， [(19， 3746)， (22， 3389)， (32， 2286)]， [(21， 3457)， (24， 3319)， (28， 3020)]， [(23， 3325)， (26， 3239)， (27， 3173)]， [(25， 3255)， (30， 2700)， (31， 2316)， (37， 1530)]， [(29， 2875)， (40， 1366)， (41， 1365)， (42， 1287)， (43， 1256)， (44， 1226)]， [(39， 1439)， (47， 753)， (48， 742)， (49， 666)， (50， 484)， (51， 228)， (52， 212)， (53， 203)， (54， 33)]， [(46， 984)]]
