Name,Algorithm, Descending?, Runtime(s), n, SOL, OPT, SOL/OPT,KnownOptimalSOL,SOL/KOS, capacity, result_bins
TEST0049, next_fit, True,5.1e-05,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)]， [(24， 781)， (25， 738)， (26， 668)， (27， 648)， (28， 641)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]]
TEST0049, next_fit, True,5.1e-05,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)]， [(24， 781)， (25， 738)， (26， 668)， (27， 648)， (28， 641)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]]
TEST0049, first_fit, True,0.0001,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (21， 869)， (36， 231)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)， (27， 648)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (22， 826)， (38， 118)， (42， 32)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (23， 784)， (24， 781)， (25， 738)， (30， 502)]， [(26， 668)， (28， 641)， (29， 588)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (37， 199)， (39， 98)， (40， 88)， (41， 67)]]
TEST0049, first_fit, True,0.0001,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (21， 869)， (36， 231)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)， (27， 648)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (22， 826)， (38， 118)， (42， 32)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (23， 784)， (24， 781)， (25， 738)， (30， 502)]， [(26， 668)， (28， 641)， (29， 588)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (37， 199)， (39， 98)， (40， 88)， (41， 67)]]
TEST0049, worst_fit, True,0.00055,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (24， 781)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (25， 738)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)]， [(26， 668)， (27， 648)， (28， 641)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]]
TEST0049, worst_fit, True,0.00055,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (24， 781)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (25， 738)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)]， [(26， 668)， (27， 648)， (28， 641)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]]
TEST0049, almost_worst_fit, True,0.000793,43,6,5,1.2,12,0.5,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (26， 668)]， [(4， 1962)， (6， 1864)， (7， 1840)， (8， 1743)， (9， 1681)， (27， 648)]， [(5， 1939)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (15， 1260)， (25， 738)]， [(10， 1639)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)， (24， 781)]， [(16， 1246)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]， [(28， 641)]]
TEST0049, almost_worst_fit, True,0.000793,43,6,5,1.2,12,0.5,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (26， 668)]， [(4， 1962)， (6， 1864)， (7， 1840)， (8， 1743)， (9， 1681)， (27， 648)]， [(5， 1939)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (15， 1260)， (25， 738)]， [(10， 1639)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (21， 869)， (22， 826)， (23， 784)， (24， 781)]， [(16， 1246)， (29， 588)， (30， 502)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (36， 231)， (37， 199)， (38， 118)， (39， 98)， (40， 88)， (41， 67)， (42， 32)]， [(28， 641)]]
TEST0049, best_fit, True,0.000657,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (22， 826)， (36， 231)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)， (27， 648)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (21， 869)， (38， 118)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (23， 784)， (24， 781)， (25， 738)， (30， 502)， (42， 32)]， [(26， 668)， (28， 641)， (29， 588)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (37， 199)， (39， 98)， (40， 88)， (41， 67)]]
TEST0049, best_fit, True,0.000657,43,5,5,1.0,12,0.416667,10000,[[(0， 2472)， (1， 2371)， (2， 2027)， (3， 2026)， (22， 826)， (36， 231)]， [(4， 1962)， (5， 1939)， (6， 1864)， (7， 1840)， (8， 1743)， (27， 648)]， [(9， 1681)， (10， 1639)， (11， 1554)， (12， 1542)， (13， 1298)， (14， 1280)， (21， 869)， (38， 118)]， [(15， 1260)， (16， 1246)， (17， 1230)， (18， 1158)， (19， 1146)， (20， 1111)， (23， 784)， (24， 781)， (25， 738)， (30， 502)， (42， 32)]， [(26， 668)， (28， 641)， (29， 588)， (31， 499)， (32， 465)， (33， 392)， (34， 390)， (35， 293)， (37， 199)， (39， 98)， (40， 88)， (41， 67)]]
TEST0075, next_fit, True,5e-05,46,6,6,1.0,14,0.428571,10000,[[(0， 2450)， (1， 2398)， (2， 2375)， (3， 2309)]， [(4， 2209)， (5， 2196)， (6， 1919)， (7， 1826)， (8， 1573)]， [(9， 1553)， (10， 1500)， (11， 1480)， (12， 1473)， (13， 1470)， (14， 1465)]， [(15， 1389)， (16， 1327)， (17， 1313)， (18， 1257)， (19， 1198)， (20， 1196)， (21， 1163)， (22， 1144)]， [(23， 1133)， (24， 1124)， (25， 1114)， (26， 1081)， (27， 1079)， (28， 1044)， (29， 637)， (30， 617)， (31， 610)， (32， 548)， (33， 531)]， [(34， 494)， (35， 484)， (36， 395)， (37， 364)， (38， 299)， (39， 206)， (40， 172)， (41， 161)， (42， 136)， (43， 111)， (44， 60)， (45， 33)]]
TEST0075, first_fit, True,0.000139,46,6,6,1.0,14,0.428571,10000,[[(0， 2450)， (1， 2398)， (2， 2375)， (3， 2309)， (36， 395)， (44， 60)]， [(4， 2209)， (5， 2196)， (6， 1919)， (7， 1826)， (8， 1573)， (39， 206)， (45， 33)]， [(9， 1553)， (10， 1500)， (11， 1480)， (12， 1473)， (13， 1470)， (14， 1465)， (28， 1044)]， [(15， 1389)， (16， 1327)， (17， 1313)， (18， 1257)， (19， 1198)， (20， 1196)， (21， 1163)， (22， 1144)]， [(23， 1133)， (24， 1124)， (25， 1114)， (26， 1081)， (27， 1079)， (29， 637)， (30， 617)， (31， 610)， (32， 548)， (33， 531)， (34， 494)， (35， 484)， (37， 364)， (40， 172)]， [(38， 299)， (41， 161)， (42， 136)， (43， 111)]]
TEST0075, worst_fit, True,0.000713,46,6,6,1.0,14,0.428571,10000,[[(0， 2450)， (1， 2398)， (2， 2375)， (3， 2309)， (37， 364)]， [(4， 2209)， (5， 2196)， (6， 1919)， (7， 1826)， (8， 1573)]， [(9， 1553)， (10， 1500)， (11， 1480)， (12， 1473)， (13， 1470)， (14， 1465)， (33， 531)， (35， 484)]， [(15， 1389)， (16， 1327)， (17， 1313)， (18， 1257)， (19， 1198)， (20， 1196)， (21， 1163)， (22， 1144)]， [(23， 1133)， (24， 1124)， (25， 1114)， (26， 1081)， (27， 1079)， (28， 1044)， (29， 637)， (30， 617)， (31， 610)， (32， 548)， (34， 494)， (36， 395)]， [(38， 299)， (39， 206)， (40， 172)， (41， 161)， (42， 136)， (43， 111)， (44， 60)， (45， 33)]]
TEST0075, almost_worst_fit, True,0.000842,46,6,6,1.0,14,0.428571,10000,[[(0， 2450)， (1， 2398)， (2， 2375)， (3， 2309)， (39， 206)， (42， 136)， (45， 33)]， [(4， 2209)， (6， 1919)， (7， 1826)， (8， 1573)， (9， 1553)， (35， 484)， (40， 172)， (41， 161)]， [(5， 2196)， (11， 1480)， (12， 1473)， (13， 1470)， (14， 1465)， (15， 1389)， (37， 364)， (44， 60)]， [(10， 1500)， (17， 1313)， (18， 1257)， (19， 1198)， (20， 1196)， (21， 1163)， (22， 1144)， (23， 1133)]， [(16， 1327)， (25， 1114)， (26， 1081)， (27， 1079)， (28， 1044)， (29， 637)， (30， 617)， (31， 610)， (32， 548)， (33， 531)， (34， 494)， (36， 395)， (38， 299)， (43， 111)]， [(24， 1124)]]
TEST0075, best_fit, True,0.000718,46,6,6,1.0,14,0.428571,10000,[[(0， 2450)， (1， 2398)， (2， 2375)， (3， 2309)， (36， 395)， (45， 33)]， [(4， 2209)， (5， 2196)， (6， 1919)， (7， 1826)， (8， 1573)， (39， 206)， (44， 60)]， [(9， 1553)， (10， 1500)， (11， 1480)， (12， 1473)， (13， 1470)， (14， 1465)， (28， 1044)]， [(15， 1389)， (16， 1327)， (17， 1313)， (18， 1257)， (19， 1198)， (20， 1196)， (21， 1163)， (22， 1144)]， [(23， 1133)， (24， 1124)， (25， 1114)， (26， 1081)， (27， 1079)， (29， 637)， (30， 617)， (31， 610)， (32， 548)， (33， 531)， (34， 494)， (35， 484)， (37， 364)， (40， 172)]， [(38， 299)， (41， 161)， (42， 136)， (43， 111)]]
TEST0054, next_fit, True,6.2e-05,56,8,7,1.142857,15,0.533333,10000,[[(0， 2488)， (1， 2418)， (2， 2413)， (3， 2408)]， [(4， 2256)， (5， 2218)， (6， 2166)， (7， 2114)]， [(8， 1996)， (9， 1980)， (10， 1845)， (11， 1828)， (12， 1811)]， [(13， 1795)， (14， 1750)， (15， 1742)， (16， 1720)， (17， 1714)]， [(18， 1679)， (19， 1589)， (20， 1481)， (21， 1460)， (22， 1415)， (23， 1412)]， [(24， 1383)， (25， 1314)， (26， 1243)， (27， 1211)， (28， 1158)， (29， 1149)， (30， 1121)， (31， 1056)]， [(32， 985)， (33， 953)， (34， 925)， (35， 888)， (36， 884)， (37， 882)， (38， 880)， (39， 790)， (40， 746)， (41， 710)， (42， 707)]， [(43， 657)， (44， 577)， (45， 500)， (46， 400)， (47， 386)， (48， 385)， (49， 330)， (50， 309)， (51， 233)， (52， 176)， (53， 109)， (54， 54)， (55， 42)]]
TEST0054, first_fit, True,0.000178,56,7,7,1.0,15,0.466667,10000,[[(0， 2488)， (1， 2418)， (2， 2413)， (3， 2408)， (51， 233)]， [(4， 2256)， (5， 2218)， (6， 2166)， (7， 2114)， (26， 1243)]， [(8， 1996)， (9， 1980)， (10， 1845)， (11， 1828)， (12， 1811)， (45， 500)]， [(13， 1795)， (14， 1750)， (15， 1742)， (16， 1720)， (17， 1714)， (27， 1211)， (54， 54)]， [(18， 1679)， (19， 1589)， (20， 1481)， (21， 1460)， (22， 1415)， (23， 1412)， (33， 953)]， [(24， 1383)， (25， 1314)， (28， 1158)， (29， 1149)， (30， 1121)， (31， 1056)， (32， 985)， (34， 925)， (35， 888)]， [(36， 884)， (37， 882)， (38， 880)， (39， 790)， (40， 746)， (41， 710)， (42， 707)， (43， 657)， (44， 577)， (46， 400)， (47， 386)， (48， 385)， (49， 330)， (50， 309)， (52， 176)， (53， 109)， (55， 42)]]
TEST0054, worst_fit, True,0.0016300000000000002,56,7,7,1.0,15,0.466667,10000,[[(0， 2488)， (1， 2418)， (2， 2413)， (3， 2408)， (55， 42)]， [(4， 2256)， (5， 2218)， (6， 2166)， (7， 2114)， (33， 953)， (53， 109)]， [(8， 1996)， (9， 1980)， (10， 1845)， (11， 1828)， (12， 1811)， (50， 309)]， [(13， 1795)， (14， 1750)， (15， 1742)， (16， 1720)， (17， 1714)， (32， 985)， (52， 176)]， [(18， 1679)， (19， 1589)， (20， 1481)， (21， 1460)， (22， 1415)， (23， 1412)， (34， 925)]， [(24， 1383)， (25， 1314)， (26， 1243)， (27， 1211)， (28， 1158)， (29， 1149)， (30， 1121)， (31， 1056)， (51， 233)]， [(35， 888)， (36， 884)， (37， 882)， (38， 880)， (39， 790)， (40， 746)， (41， 710)， (42， 707)， (43， 657)， (44， 577)， (45， 500)， (46， 400)， (47， 386)， (48， 385)， (49， 330)， (54， 54)]]
TEST0054, almost_worst_fit, True,0.002019,56,8,7,1.142857,15,0.533333,10000,[[(0， 2488)， (1， 2418)， (2， 2413)， (3， 2408)]， [(4， 2256)， (6， 2166)， (7， 2114)， (8， 1996)， (25， 1314)]， [(5， 2218)， (10， 1845)， (11， 1828)， (12， 1811)， (13， 1795)， (53， 109)]， [(9， 1980)， (15， 1742)， (16， 1720)， (17， 1714)， (18， 1679)， (34， 925)]， [(14， 1750)， (20， 1481)， (21， 1460)， (22， 1415)， (23， 1412)， (24， 1383)， (35， 888)]， [(19， 1589)， (27， 1211)， (28， 1158)， (29， 1149)， (30， 1121)， (31， 1056)， (32， 985)， (33， 953)， (51， 233)， (52， 176)]， [(26， 1243)， (37， 882)， (38， 880)， (39， 790)， (40， 746)， (41， 710)， (42， 707)， (43， 657)， (44， 577)， (45， 500)， (46， 400)， (47， 386)， (48， 385)， (49， 330)， (50， 309)， (54， 54)， (55， 42)]， [(36， 884)]]
TEST0054, best_fit, True,0.001726,56,7,7,1.0,15,0.466667,10000,[[(0， 2488)， (1， 2418)， (2， 2413)， (3， 2408)， (51， 233)]， [(4， 2256)， (5， 2218)， (6， 2166)， (7， 2114)， (26， 1243)]， [(8， 1996)， (9， 1980)， (10， 1845)， (11， 1828)， (12， 1811)， (45， 500)]， [(13， 1795)， (14， 1750)， (15， 1742)， (16， 1720)， (17， 1714)， (27， 1211)， (54， 54)]， [(18， 1679)， (19， 1589)， (20， 1481)， (21， 1460)， (22， 1415)， (23， 1412)， (33， 953)]， [(24， 1383)， (25， 1314)， (28， 1158)， (29， 1149)， (30， 1121)， (31， 1056)， (32， 985)， (34， 925)， (35， 888)]， [(36， 884)， (37， 882)， (38， 880)， (39， 790)， (40， 746)， (41， 710)， (42， 707)， (43， 657)， (44， 577)， (46， 400)， (47， 386)， (48， 385)， (49， 330)， (50， 309)， (52， 176)， (53， 109)， (55， 42)]]
TEST0068, next_fit, True,9e-05,46,6,5,1.2,12,0.5,10000,[[(0， 2411)， (1， 2337)， (2， 2299)， (3， 2287)]， [(4， 2255)， (5， 2243)， (6， 1828)， (7， 1807)， (8， 1640)]， [(9， 1589)， (10， 1541)， (11， 1468)， (12， 1435)， (13， 1264)， (14， 1239)， (15， 1225)]， [(16， 1220)， (17， 1080)， (18， 1070)， (19， 1033)， (20， 1019)， (21， 1004)， (22， 973)， (23， 921)， (24， 876)]， [(25， 831)， (26， 811)， (27， 764)， (28， 744)， (29， 733)， (30， 691)， (31， 685)， (32， 646)， (33， 619)， (34， 608)， (35， 556)， (36， 553)， (37， 503)， (38， 341)， (39， 319)， (40， 314)]， [(41， 299)， (42， 280)， (43， 181)， (44， 180)， (45， 92)]]
TEST0068, first_fit, True,0.000198,46,5,5,1.0,12,0.416667,10000,[[(0， 2411)， (1， 2337)， (2， 2299)， (3， 2287)， (32， 646)]， [(4， 2255)， (5， 2243)， (6， 1828)， (7， 1807)， (8， 1640)， (43， 181)]， [(9， 1589)， (10， 1541)， (11， 1468)， (12， 1435)， (13， 1264)， (14， 1239)， (15， 1225)， (44， 180)]， [(16， 1220)， (17， 1080)， (18， 1070)， (19， 1033)， (20， 1019)， (21， 1004)， (22， 973)， (23， 921)， (24， 876)， (27， 764)]， [(25， 831)， (26， 811)， (28， 744)， (29， 733)， (30， 691)， (31， 685)， (33， 619)， (34， 608)， (35， 556)， (36， 553)， (37， 503)， (38， 341)， (39， 319)， (40， 314)， (41， 299)， (42， 280)， (45， 92)]]
TEST0068, worst_fit, True,0.001186,46,5,5,1.0,12,0.416667,10000,[[(0， 2411)， (1， 2337)， (2， 2299)， (3， 2287)， (41， 299)， (44， 180)]， [(4， 2255)， (5， 2243)， (6， 1828)， (7， 1807)， (8， 1640)]， [(9， 1589)， (10， 1541)， (11， 1468)， (12， 1435)， (13， 1264)， (14， 1239)， (15， 1225)]， [(16， 1220)， (17， 1080)， (18， 1070)， (19， 1033)， (20， 1019)， (21， 1004)， (22， 973)， (23， 921)， (24， 876)， (40， 314)， (43， 181)]， [(25， 831)， (26， 811)， (27， 764)， (28， 744)， (29， 733)， (30， 691)， (31， 685)， (32， 646)， (33， 619)， (34， 608)， (35， 556)， (36， 553)， (37， 503)， (38， 341)， (39， 319)， (42， 280)， (45， 92)]]
TEST0068, almost_worst_fit, True,0.0015429999999999999,46,6,5,1.2,12,0.5,10000,[[(0， 2411)， (1， 2337)， (2， 2299)， (3， 2287)， (45， 92)]， [(4， 2255)， (6， 1828)， (7， 1807)， (8， 1640)， (9， 1589)， (26， 811)]， [(5， 2243)， (11， 1468)， (12， 1435)， (13， 1264)， (14， 1239)， (15， 1225)， (25， 831)]， [(10， 1541)， (17， 1080)， (18， 1070)， (19， 1033)， (20， 1019)， (21， 1004)， (22， 973)， (23， 921)， (24， 876)]， [(16， 1220)， (28， 744)， (29， 733)， (30， 691)， (31， 685)， (32， 646)， (33， 619)， (34， 608)， (35， 556)， (36， 553)， (37， 503)， (38， 341)， (39， 319)， (40， 314)， (41， 299)， (42， 280)， (43， 181)， (44， 180)]， [(27， 764)]]
TEST0068, best_fit, True,0.001259,46,5,5,1.0,12,0.416667,10000,[[(0， 2411)， (1， 2337)， (2， 2299)， (3， 2287)， (32， 646)]， [(4， 2255)， (5， 2243)， (6， 1828)， (7， 1807)， (8， 1640)， (43， 181)]， [(9， 1589)， (10， 1541)， (11， 1468)， (12， 1435)， (13， 1264)， (14， 1239)， (15， 1225)， (44， 180)]， [(16， 1220)， (17， 1080)， (18， 1070)， (19， 1033)， (20， 1019)， (21， 1004)， (22， 973)， (23， 921)， (24， 876)， (27， 764)]， [(25， 831)， (26， 811)， (28， 744)， (29， 733)， (30， 691)， (31， 685)， (33， 619)， (34， 608)， (35， 556)， (36， 553)， (37， 503)， (38， 341)， (39， 319)， (40， 314)， (41， 299)， (42， 280)， (45， 92)]]
TEST0014, next_fit, True,6.500000000000001e-05,47,13,11,1.181818,24,0.541667,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (3， 4300)]， [(4， 4283)， (5， 4225)]， [(6， 4108)， (7， 4097)]， [(8， 4071)， (9， 3971)]， [(10， 3898)， (11， 3875)]， [(12， 3853)， (13， 3833)]， [(14， 3747)， (15， 3701)]， [(16， 3660)， (17， 3388)]， [(18， 3019)， (19， 2927)， (20， 2832)]， [(21， 2823)， (22， 2696)， (23， 2408)， (24， 1585)]， [(25， 1546)， (26， 1222)， (27， 1194)， (28， 1096)， (29， 1049)， (30， 958)， (31， 876)， (32， 865)， (33， 835)]， [(34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)， (43， 425)， (44， 294)， (45， 186)， (46， 64)]]
TEST0014, next_fit, True,6.500000000000001e-05,47,13,11,1.181818,24,0.541667,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (3， 4300)]， [(4， 4283)， (5， 4225)]， [(6， 4108)， (7， 4097)]， [(8， 4071)， (9， 3971)]， [(10， 3898)， (11， 3875)]， [(12， 3853)， (13， 3833)]， [(14， 3747)， (15， 3701)]， [(16， 3660)， (17， 3388)]， [(18， 3019)， (19， 2927)， (20， 2832)]， [(21， 2823)， (22， 2696)， (23， 2408)， (24， 1585)]， [(25， 1546)， (26， 1222)， (27， 1194)， (28， 1096)， (29， 1049)， (30， 958)， (31， 876)， (32， 865)， (33， 835)]， [(34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)， (43， 425)， (44， 294)， (45， 186)， (46， 64)]]
TEST0014, first_fit, True,0.000202,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)， (46， 64)]， [(2， 4640)， (3， 4300)， (29， 1049)]， [(4， 4283)， (5， 4225)， (26， 1222)， (45， 186)]， [(6， 4108)， (7， 4097)， (24， 1585)]， [(8， 4071)， (9， 3971)， (25， 1546)， (44， 294)]， [(10， 3898)， (11， 3875)， (27， 1194)， (30， 958)]， [(12， 3853)， (13， 3833)， (28， 1096)， (31， 876)]， [(14， 3747)， (15， 3701)， (23， 2408)]， [(16， 3660)， (17， 3388)， (19， 2927)]， [(18， 3019)， (20， 2832)， (21， 2823)， (32， 865)， (43， 425)]， [(22， 2696)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)]]
TEST0014, first_fit, True,0.000202,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)， (46， 64)]， [(2， 4640)， (3， 4300)， (29， 1049)]， [(4， 4283)， (5， 4225)， (26， 1222)， (45， 186)]， [(6， 4108)， (7， 4097)， (24， 1585)]， [(8， 4071)， (9， 3971)， (25， 1546)， (44， 294)]， [(10， 3898)， (11， 3875)， (27， 1194)， (30， 958)]， [(12， 3853)， (13， 3833)， (28， 1096)， (31， 876)]， [(14， 3747)， (15， 3701)， (23， 2408)]， [(16， 3660)， (17， 3388)， (19， 2927)]， [(18， 3019)， (20， 2832)， (21， 2823)， (32， 865)， (43， 425)]， [(22， 2696)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)]]
TEST0014, worst_fit, True,0.0010429999999999999,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (3， 4300)， (37， 583)， (46， 64)]， [(4， 4283)， (5， 4225)， (32， 865)， (41， 484)]， [(6， 4108)， (7， 4097)， (30， 958)， (40， 506)]， [(8， 4071)， (9， 3971)， (29， 1049)， (38， 527)]， [(10， 3898)， (11， 3875)， (28， 1096)， (35， 636)， (44， 294)]， [(12， 3853)， (13， 3833)， (27， 1194)， (36， 613)， (43， 425)]， [(14， 3747)， (15， 3701)， (26， 1222)， (33， 835)， (45， 186)]， [(16， 3660)， (17， 3388)， (21， 2823)]， [(18， 3019)， (19， 2927)， (20， 2832)， (34， 676)， (42， 478)]， [(22， 2696)， (23， 2408)， (24， 1585)， (25， 1546)， (31， 876)， (39， 515)]]
TEST0014, worst_fit, True,0.0010429999999999999,47,11,11,1.0,24,0.458333,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (3， 4300)， (37， 583)， (46， 64)]， [(4， 4283)， (5， 4225)， (32， 865)， (41， 484)]， [(6， 4108)， (7， 4097)， (30， 958)， (40， 506)]， [(8， 4071)， (9， 3971)， (29， 1049)， (38， 527)]， [(10， 3898)， (11， 3875)， (28， 1096)， (35， 636)， (44， 294)]， [(12， 3853)， (13， 3833)， (27， 1194)， (36， 613)， (43， 425)]， [(14， 3747)， (15， 3701)， (26， 1222)， (33， 835)， (45， 186)]， [(16， 3660)， (17， 3388)， (21， 2823)]， [(18， 3019)， (19， 2927)， (20， 2832)， (34， 676)， (42， 478)]， [(22， 2696)， (23， 2408)， (24， 1585)， (25， 1546)， (31， 876)， (39， 515)]]
TEST0014, almost_worst_fit, True,0.001007,47,12,11,1.090909,24,0.5,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (4， 4283)， (30， 958)]， [(3， 4300)， (6， 4108)， (28， 1096)]， [(5， 4225)， (8， 4071)， (27， 1194)， (46， 64)]， [(7， 4097)， (10， 3898)， (26， 1222)， (44， 294)]， [(9， 3971)， (12， 3853)， (25， 1546)， (45， 186)]， [(11， 3875)， (14， 3747)， (24， 1585)， (43， 425)]， [(13， 3833)， (16， 3660)， (23， 2408)]， [(15， 3701)， (18， 3019)， (19， 2927)]， [(17， 3388)， (21， 2823)， (22， 2696)， (29， 1049)]， [(20， 2832)， (32， 865)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)]， [(31， 876)]]
TEST0014, almost_worst_fit, True,0.001007,47,12,11,1.090909,24,0.5,10000,[[(0， 4990)， (1， 4919)]， [(2， 4640)， (4， 4283)， (30， 958)]， [(3， 4300)， (6， 4108)， (28， 1096)]， [(5， 4225)， (8， 4071)， (27， 1194)， (46， 64)]， [(7， 4097)， (10， 3898)， (26， 1222)， (44， 294)]， [(9， 3971)， (12， 3853)， (25， 1546)， (45， 186)]， [(11， 3875)， (14， 3747)， (24， 1585)， (43， 425)]， [(13， 3833)， (16， 3660)， (23， 2408)]， [(15， 3701)， (18， 3019)， (19， 2927)]， [(17， 3388)， (21， 2823)， (22， 2696)， (29， 1049)]， [(20， 2832)， (32， 865)， (33， 835)， (34， 676)， (35， 636)， (36， 613)， (37， 583)， (38， 527)， (39， 515)， (40， 506)， (41， 484)， (42， 478)]， [(31， 876)]]
